,Unnamed: 0,companyName,country,prefix,streetAddress1,streetAddress2
9140,9140,"HUAWEI TECHNOLOGIES CO.,LTD",CN,14:30:04,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
9141,9141,Dell Inc.,US,d4:81:d7,One Dell Way,Round Rock  TX  78682
9142,9142,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.",CN,7c:46:85,"No.19, Gaoxin 4th Road, Wuhan East Lake High-tech Zone, Wuhan",Wuhan  Hubei  430000
9143,9143,Arcadyan Corporation,TW,e0:51:63,"No.8, Sec.2, Guangfu Rd.",Hsinchu City  Hsinchu  30071
9144,9144,"Color Sentinel Systems, LLC",US,00:a0:6f,"97 Ridgeland Rd, Suite #2",ROCHESTER  NY  14623
9145,9145,Niagara Video Corporation,US,0c:5f:35,"5627 Stoneridge Drive, Suite 316",Pleasanton  CA  94588
9146,9146,Texas Instruments,US,7c:38:66,12500 TI Blvd,Dallas  TX  75243
9147,9147,Texas Instruments,US,50:f1:4a,12500 TI Blvd,Dallas  TX  75243
9148,9148,Texas Instruments,US,9c:1d:58,12500 TI Blvd,Dallas  TX  75243
9149,9149,Extreme Networks,US,b8:50:01,ONE ZEBRA PLAZA,HOLTSVILLE  NY  11742
9150,9150,Extreme Networks,US,00:04:96,3585 Monroe Street,Santa Clara  CA  95051
9151,9151,"Tenda Technology Co.,Ltd.Dongguan branch",CN,50:0f:f5,"Room 79,Yuanyi Road,Dalang Town,Dongguan Guangdong 523770",Dongguan  Guangdong  523770
9152,9152,"Hui Zhou Gaoshengda Technology Co.,LTD",CN,1c:1e:e3,"No.75,Zhongkai High-Tech Development District,Huizhou",Hui Zhou  Guangdong  516006
9153,9153,Amazon Technologies Inc.,US,f0:27:2d,P.O Box 8102,Reno  NV  89507
9154,9154,Amazon Technologies Inc.,US,74:c2:46,P.O Box 8102,Reno  NV  89507
9155,9155,Juniper Networks,US,08:b2:58,1133 Innovation Way,Sunnyvale  CA  94089
9156,9156,"Shenzhen Xinfa Electronic Co.,ltd",CN,f4:c4:d6,"No 57, Baoli Road, Buji Town","Longgang District  Shenzhen, Guangdong   518112"
9157,9157,"Shanghai Sango Network Technology Co.,Ltd",CN,c0:3d:46,No 666 Zhangheng Road,Pudong  Shanghai  210203
9158,9158,"CHENGDU KT ELECTRONIC HI-TECH CO.,LTD",CN,e8:9f:ec,"No.9, 3rd Wuke Road, Wuhou District",Chengdu  Sichuan Province  610045
9159,9159,TECNO MOBILE LIMITED,HK,d4:7d:fc,"ROOMS 05-15, 13A/F., SOUTH TOWER, WORLD FINANCE CENTRE, HARBOUR CITY, 17 CANTON ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",Hong Kong  Hong Kong  999077
9160,9160,"SHANGHAI FLYCO ELECTRICAL APPLIANCE CO.,LTD",CN,bc:a0:42,"No.555,Guang Fu Lin east Road,Songjiang District",Shanghai  Shanghai  201613
9161,9161,"Samsung Electronics Co.,Ltd",KR,14:56:8e,"#94-1, Imsoo-Dong",Gumi  Gyeongbuk  730-350
9162,9162,Amazon Technologies Inc.,US,68:37:e9,P.O Box 8102,Reno  NV  89507
9163,9163,"Motorola Mobility LLC, a Lenovo Company",US,80:58:f8,222 West Merchandise Mart Plaza,Chicago  IL  60654
9164,9164,MRV Comunications,IL,44:37:08,Hayetzira,Yokneam    614
9165,9165,"Motorola Mobility LLC, a Lenovo Company",US,f0:d7:aa,222 West Merchandise Mart Plaza,Chicago  IL  60654
9166,9166,zte corporation,CN,28:ff:3e,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen  guangdong  518057
9167,9167,"Apple, Inc.",US,70:f0:87,1 Infinite Loop,Cupertino  CA  95014
9168,9168,"Apple, Inc.",US,88:6b:6e,1 Infinite Loop,Cupertino  CA  95014
9169,9169,"Apple, Inc.",US,4c:74:bf,1 Infinite Loop,Cupertino  CA  95014
9170,9170,Echostar Technologies Corp,US,28:57:67,94 Inverness Terrace E,Englewood  CO  80112
9171,9171,Echostar Technologies Corp,US,00:24:af,94 Inverness Terrace E,Englewood  CO  80112
9172,9172,Echostar Technologies Corp,US,04:c9:d9,94 Inverness Terrace E,Englewood  CO  80112
9173,9173,Microsoft Corporation,US,c4:9d:ed,One Microsoft Way,REDMOND  WA  98052
9174,9174,"Snap, Inc.",US,98:a4:0e,64 Market Street,Venice  CA  90291
9175,9175,ZOOM SERVER,CN,d0:49:8b,North keyuan Road,Shenzhen    518057
9176,9176,"Hangzhou H3C Technologies Co., Limited",CN,ac:74:09,"466 Changhe Road, Binjiang District","Hangzhou  Zhejiang, P.R.China  310052"
9177,9177,"Cisco Systems, Inc",US,2c:5a:0f,80 West Tasman Drive,San Jose  CA  94568
9178,9178,Taicang T&W Electronics,CN,4c:81:20,89# Jiang Nan RD,Suzhou  Jiangsu  215412
9179,9179,Alcatel-Lucent Enterprise,US,e8:e7:32,26801 West Agoura Road,Calabasas  CA  91301
9180,9180,Alcatel-Lucent Enterprise,US,00:11:8b,26801 West Agoura Road,Calabasas  CA  91301
9181,9181,Alcatel-Lucent Enterprise,US,00:e0:b1,26801 West Agoura Road,Calabasas  CA  91301
9182,9182,Wistron Neweb Corporation,TW,e0:37:bf,"No.20,Park Avenue II,Hsinchu Science Park",Hsin-Chu  R.O.C.  308
9183,9183,Alcatel-Lucent,US,68:54:ed,777 E. Middlefield Rd,Mountain View  CA  94043
9184,9184,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY,e8:de:8e,"Phase 3, Bayan Lepas FIZ",Bayan Lepas  Penang  11900
9185,9185,Technicolor CH USA Inc.,US,b4:2a:0e,101 West 103rd St.,Indianapolis  IN  46290
9186,9186,"AM Telecom co., Ltd.",KR,40:c8:cb,"#608,YatapLeaders B/D, Jangmi-ro 42, Bundang-gu",Seongnam-si  Gyeonggi-do  463-828
9187,9187,"HUAWEI TECHNOLOGIES CO.,LTD",CN,14:a0:f8,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
9188,9188,"HUAWEI TECHNOLOGIES CO.,LTD",CN,28:b4:48,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
9189,9189,Intel Corporate,MY,e4:42:a6,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
9190,9190,ASUSTek COMPUTER INC.,TW,60:45:cb,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan",Taipei  Taiwan  112
9191,9191,"Fiberhome Telecommunication Technologies Co.,LTD",CN,74:c9:a3,No.5 DongXin Road,Wuhan  Hubei  430074
9192,9192,BUFFALO.INC,JP,84:af:ec,"AKAMONDORI Bld.,30-20,Ohsu 3-chome,Naka-ku",Nagoya  Aichi Pref.  460-8315
9193,9193,Hitron Technologies. Inc,TW,ac:20:2e,"No. 1-8, Lising 1st Rd. Hsinchu Science Park, Hsinchu, 300, Taiwan, R.O.C",Hsin-chu  Taiwan  300
9194,9194,Hewlett Packard,US,3c:52:82,11445 Compaq Center Drive,Houston  TX  77070
9195,9195,zte corporation,CN,48:a7:4e,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen  guangdong  518057
9196,9196,APRESIA Systems Ltd,JP,00:40:66," Tsukuba Network Technical Center, Tsukuba Network",Tsuchiura-shi  Ibaraki-ken  300-0026
9197,9197,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN,b0:aa:36,NO.18 HAIBIN ROAD,DONGGUAN  GUANGDONG  523860
9198,9198,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN,2c:5b:b8,"NO.18 HAIBIN ROAD,WUSHA,CHANG'AN,DONGGUAN,GUANGDONG,CHINA",DONGGUAN  GUANGDONG  523860
9199,9199,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN,1c:48:ce,"NO.18 HAIBIN ROAD,",DONG GUAN  GUANG DONG  523860
9200,9200,"Universal Electronics, Inc.",US,9c:ac:6d,201 E. Sandpointe Ave,Santa Ana  CA  92707
9201,9201,Vision Valley FZ LLC,AE,b0:3d:96,Dubai Internet City,Dubai  Dubai  500294
9202,9202,Broadcom Limited,US,b0:26:28,5300 California Ave.,irvine  CA  92617
9203,9203,Leonardo Tactical Systems.,GB,00:80:e7,"Silvertree, Coxbridge Business Park","Alton Road,   Farnham  GU10 5EH"
9204,9204,Juniper Networks,US,44:aa:50,1133 Innovation Way,Sunnyvale  CA  94089
9205,9205,"Comstock RD, Inc.",US,e8:13:63,4415 Mason St,Ashton  ID  83406
9206,9206,AETEK INC.,TW,68:8d:b6," 3F, No.192, Lien-Cheng Rd., Chung-Ho,", New Taipei City    23553
9207,9207,"NTT Innovation Institute, Inc.",US,48:10:63,"1950 University Avenue, Suite 600",East Palo Alto  CA  94303
9208,9208,"Samsung Electronics Co.,Ltd",KR,24:f5:aa,"129, Samsung-ro, Youngtongl-Gu",Suwon  Gyeonggi-Do  16677
9209,9209,"Samsung Electronics Co.,Ltd",KR,f8:77:b8,"129, Samsung-ro, Youngtongl-Gu",Suwon  Gyeonggi-Do  16677
9210,9210,"Samsung Electronics Co.,Ltd",KR,50:56:bf,"129, Samsung-ro, Youngtongl-Gu",Suwon  Gyeonggi-Do  16677
9211,9211,"Samsung Electronics Co.,Ltd",KR,68:27:37,"129, Samsung-ro, Youngtongl-Gu",Suwon  Gyeonggi-Do  16677
9212,9212,TCT mobile ltd,CN,d4:28:d5,"No.86 hechang 7th road, zhongkai, Hi-Tech District",Hui Zhou  Guang Dong  516006
9213,9213,Dell Inc.,US,40:5c:fd,One Dell Way,Round Rock  TX  78682
9214,9214,LG Electronics (Mobile Communications),KR,04:1b:6d,"60-39, Gasan-dong, Geumcheon-gu",Seoul  Seoul  153-801
9215,9215,"ARRIS Group, Inc.",US,fc:6f:b7,6450 Sequence Drive,San Diego  CA  92121
9216,9216,"ARRIS Group, Inc.",US,a0:c5:62,6450 Sequence Drive,San Diego  CA  92121
9217,9217,"ARRIS Group, Inc.",US,a0:55:de,6450 Sequence Drive,San Diego  CA  92121
9218,9218,"ARRIS Group, Inc.",US,54:e2:e0,6450 Sequence Drive,San Diego  CA  92121
9219,9219,"ARRIS Group, Inc.",US,28:c8:7a,6450 Sequence Drive,San Diego  CA  92121
9220,9220,"ARRIS Group, Inc.",US,00:26:d9,6450 Sequence Drive,San Diego  CA  92121
9221,9221,"ARRIS Group, Inc.",US,c8:aa:21,6450 Sequence Drive,San Diego  CA  92121
9222,9222,"ARRIS Group, Inc.",US,2c:9e:5f,6450 Sequence Drive,San Diego  CA  92121
9223,9223,"ARRIS Group, Inc.",US,00:24:95,6450 Sequence Drive,San Diego  CA  92121
9224,9224,"ARRIS Group, Inc.",US,00:26:42,6450 Sequence Drive,San Diego  CA  92121
9225,9225,"ARRIS Group, Inc.",US,a4:ed:4e,6450 Sequence Drive,San Diego  CA  92121
9226,9226,"ARRIS Group, Inc.",US,00:24:a1,6450 Sequence Drive,San Diego  CA  92121
9227,9227,"ARRIS Group, Inc.",US,00:1d:6b,6450 Sequence Drive,San Diego  CA  92121
9228,9228,"ARRIS Group, Inc.",US,00:1e:5a,6450 Sequence Drive,San Diego  CA  92121
9229,9229,"ARRIS Group, Inc.",US,00:1d:be,6450 Sequence Drive,San Diego  CA  92121
9230,9230,"ARRIS Group, Inc.",US,00:13:71,6450 Sequence Drive,San Diego  CA  92121
9231,9231,"ARRIS Group, Inc.",US,00:14:9a,6450 Sequence Drive,San Diego  CA  92121
9232,9232,"ARRIS Group, Inc.",US,00:1a:1b,6450 Sequence Drive,San Diego  CA  92121
9233,9233,"ARRIS Group, Inc.",US,00:18:a4,6450 Sequence Drive,San Diego  CA  92121
9234,9234,"ARRIS Group, Inc.",US,00:23:75,6450 Sequence Drive,San Diego  CA  92121
9235,9235,"ARRIS Group, Inc.",US,00:1a:db,6450 Sequence Drive,San Diego  CA  92121
9236,9236,"ARRIS Group, Inc.",US,00:1f:7e,6450 Sequence Drive,San Diego  CA  92121
9237,9237,"ARRIS Group, Inc.",US,00:1c:11,6450 Sequence Drive,San Diego  CA  92121
9238,9238,"ARRIS Group, Inc.",US,00:1c:c1,6450 Sequence Drive,San Diego  CA  92121
9239,9239,"ARRIS Group, Inc.",US,40:0d:10,6450 Sequence Drive,San Diego  CA  92121
9240,9240,"ARRIS Group, Inc.",US,34:1f:e4,6450 Sequence Drive,San Diego  CA  92121
9241,9241,"ARRIS Group, Inc.",US,00:d0:37,6450 Sequence Drive,San Diego  CA  92121
9242,9242,"ARRIS Group, Inc.",US,00:1d:d6,6450 Sequence Drive,San Diego  CA  92121
9243,9243,"ARRIS Group, Inc.",US,30:60:23,6450 Sequence Drive,San Diego  CA  92121
9244,9244,"ARRIS Group, Inc.",US,ac:b3:13,6450 Sequence Drive,San Diego  CA  92121
9245,9245,"ARRIS Group, Inc.",US,14:ab:f0,6450 Sequence Drive,San Diego  CA  92121
9246,9246,"ARRIS Group, Inc.",US,0c:f8:93,6450 Sequence Drive,San Diego  CA  92121
9247,9247,"ARRIS Group, Inc.",US,84:61:a0,6450 Sequence Drive,San Diego  CA  92121
9248,9248,"ARRIS Group, Inc.",US,e8:33:81,6450 Sequence Drive,San Diego  CA  92121
9249,9249,"ARRIS Group, Inc.",US,44:e1:37,6450 Sequence Drive,San Diego  CA  92121
9250,9250,"ARRIS Group, Inc.",US,00:15:ce,6450 Sequence Drive,San Diego  CA  92121
9251,9251,"ARRIS Group, Inc.",US,00:13:11,6450 Sequence Drive,San Diego  CA  92121
9252,9252,"ARRIS Group, Inc.",US,00:15:a2,6450 Sequence Drive,San Diego  CA  92121
9253,9253,"ARRIS Group, Inc.",US,00:15:96,6450 Sequence Drive,San Diego  CA  92121
9254,9254,"ARRIS Group, Inc.",US,00:00:ca,6450 Sequence Drive,San Diego  CA  92121
9255,9255,"ARRIS Group, Inc.",US,60:19:71,6450 Sequence Drive,San Diego  CA  92121
9256,9256,"ARRIS Group, Inc.",US,00:1d:d1,6450 Sequence Drive,San Diego  CA  92121
9257,9257,"ARRIS Group, Inc.",US,00:16:26,6450 Sequence Drive,San Diego  CA  92121
9258,9258,"ARRIS Group, Inc.",US,00:11:1a,6450 Sequence Drive,San Diego  CA  92121
9259,9259,"ARRIS Group, Inc.",US,00:15:2f,6450 Sequence Drive,San Diego  CA  92121
9260,9260,"ARRIS Group, Inc.",US,00:0b:06,6450 Sequence Drive,San Diego  CA  92121
9261,9261,"ARRIS Group, Inc.",US,00:0f:9f,6450 Sequence Drive,San Diego  CA  92121
9262,9262,"ARRIS Group, Inc.",US,00:11:ae,6450 Sequence Drive,San Diego  CA  92121
9263,9263,"ARRIS Group, Inc.",US,00:20:40,6450 Sequence Drive,San Diego  CA  92121
9264,9264,"ARRIS Group, Inc.",US,1c:1b:68,6450 Sequence Drive,San Diego  CA  92121
9265,9265,"ARRIS Group, Inc.",US,10:86:8c,6450 Sequence Drive,San Diego  CA  92121
9266,9266,"ARRIS Group, Inc.",US,10:05:b1,6450 Sequence Drive,San Diego  CA  92121
9267,9267,"ARRIS Group, Inc.",US,7c:26:34,6450 Sequence Drive,San Diego  CA  92121
9268,9268,CenturyLink,US,a0:09:4c,100 CenturyLink Drive,Monroe    71203
9269,9269,"Cisco Systems, Inc",US,00:a3:8e,80 West Tasman Drive,San Jose  CA  94568
9270,9270,"Shanghai UMEinfo CO.,LTD.",CN,dc:c8:f5,"16/F,Building B ,NO.15 Changyi Road ,Baoshan District,",Shanghai    200441
9271,9271,ATEME,FR,64:df:e9,6 rue Dewoitine,Vélizy-Villacoublay    78140
9272,9272,"Samsung Electronics Co.,Ltd",KR,90:97:f3,"#94-1, Imsoo-Dong",Gumi  Gyeongbuk  730-350
9273,9273,"Samsung Electronics Co.,Ltd",KR,58:c5:cb,"#94-1, Imsoo-Dong",Gumi  Gyeongbuk  730-350
9274,9274,"Samsung Electronics Co.,Ltd",KR,ac:af:b9,"#94-1, Imsoo-Dong",Gumi  Gyeongbuk  730-350
9275,9275,"DALIAN LAMBA TECHNOLOGY CO.,LTD",CN,30:89:76,Dalian Hi-tech Zone Keypark Room 1201,Dalian  Liaoning  116000
9276,9276,"Shenzhen YOUHUA Technology Co., Ltd",CN,44:7b:bb,"Room 407 Shenzhen University-town Business Park,Lishan Road,Taoyuan Street,Nanshan District",Shenzhen  Guangdong  518055
9277,9277,VNPT TECHNOLOGY,VN,a4:f4:c2,HoaLac Hi-Tech Park,HANOI  HANOI  10000
9278,9278,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",CN,c0:a5:dd,"3/F, Building R1-B, High-Tech Industrial Park, Nanshan District",Shenzhen  Guangdong  518057
9279,9279,"ARRIS Group, Inc.",US,18:35:d1,6450 Sequence Drive,San Diego  CA  92121
9280,9280,"ARRIS Group, Inc.",US,4c:38:d8,6450 Sequence Drive,San Diego  CA  92121
9281,9281,Zhejiang Nurotron Biotechnology Co.,CN,dc:be:7a,"Building4, No.99 Xiaomao Rd",Hangzhou  zhejiang  310011
9282,9282,"TP-LINK TECHNOLOGIES CO.,LTD.",CN,20:6b:e7,"Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan",Shenzhen  Guangdong  518057
9283,9283,Facebook Inc,US,48:57:dd,1 Hacker Way,Menlo Park  California  94025
9284,9284,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH,30:07:4d,"93Moo5T. Bangsamak SEMTHAI, WELLGROW INDUSTRIAL ESTATE",Bangpakong  Chachoengsao  24180
9285,9285,"Shenzhen CYX Technology Co., Ltd.",CN,68:1d:ef,"2/F, Bldg. 6, Guangxi Industrial Park, Jianshe Rd.,  Longhua New Dist., Shenzhen",Shenzhen    518109
9286,9286,"Wuhan Tianyu Information Industry Co., Ltd.",CN,ac:20:3e,"HUST Industry Park, East-Lake Development Zone",Wuhan  Hubei  430223
9287,9287,"Cisco Systems, Inc",US,00:a3:d1,80 West Tasman Drive,San Jose  CA  94568
9288,9288,Avaya Inc,US,80:1d:aa,360 Mt Kemble Ave,Morristown  NJ  07960
9289,9289,Avaya Inc,US,00:1b:4f,360 Mt Kemble Ave,Morristown  NJ  07960
9290,9290,Avaya Inc,US,70:52:c5,360 Mt Kemble Ave,Morristown  NJ  07960
9291,9291,Avaya Inc,US,84:83:71,360 Mt Kemble Ave,Morristown  NJ  07960
9292,9292,Avaya Inc,US,24:d9:21,360 Mt Kemble Ave,Morristown  NJ  07960
9293,9293,Avaya Inc,US,a0:51:c6,360 Mt Kemble Ave,Morristown  NJ  07960
9294,9294,C.O.B.O. SPA,IT,90:ec:50,"via Tito Speri, 10",Leno  Brescia  25024
9295,9295,Avaya Inc,US,b4:47:5e,360 Mt Kemble Ave,Morristown  NJ  07960
9296,9296,Avaya Inc,US,d4:ea:0e,360 Mt Kemble Ave,Morristown  NJ  07960
9297,9297,Avaya Inc,US,a0:09:ed,360 Mt Kemble Ave,Morristown  NJ  07960
9298,9298,Avaya Inc,US,90:fb:5b,360 Mt Kemble Ave,Morristown  NJ  07960
9299,9299,"UNIONMAN TECHNOLOGY CO.,LTD",CN,3c:0c:db,"18F, HUAYANG TOWER,YANDAYI ROAD",Huizhou  Guangdong  516007
9300,9300,Avaya Inc,US,c8:1f:ea,360 Mt Kemble Ave,Morristown  NJ  07960
9301,9301,NETGEAR,US,b0:39:56,350 East Plumeria Drive,San Jose    95134
9302,9302,"vivo Mobile Communication Co., Ltd.",CN,10:f6:81,"#283,BBK Road","Wusha,Chang'An  DongGuan City,Guangdong,  523860"
9303,9303,"vivo Mobile Communication Co., Ltd.",CN,f0:1b:6c,"#283,BBK Road","Wusha,Chang'An  DongGuan City,Guangdong,  523860"
9304,9304,"vivo Mobile Communication Co., Ltd.",CN,dc:1a:c5,"#283,BBK Road","Wusha,Chang'An  DongGuan City,Guangdong  523860"
9305,9305,"vivo Mobile Communication Co., Ltd.",CN,20:5d:47,"#283,BBK Road","Wusha,Chang'An  DongGuan City,Guangdong,  523860"
9306,9306,"vivo Mobile Communication Co., Ltd.",CN,9c:fb:d5,"#283,BBK Road","Wusha,Chang'An  DongGuan City,Guangdong,  523860"
9307,9307,Alpha Networks Inc.,TW,88:6a:e3,"No.8 Li-shing 7th Rd., Science-based Industrial Park, Hsinchu, Taiwan, R.O.C",Hsinchu  Taiwan  300
9308,9308,Intel Corporate,MY,90:61:ae,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
9309,9309,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY,a4:f3:e7,"Phase 3, Bayan Lepas FIZ",Bayan Lepas  Penang  11900
9310,9310,"Cisco Systems, Inc",US,a0:23:9f,80 West Tasman Drive,San Jose  CA  94568
9311,9311,"Quest Software, Inc.",US,d8:df:7a,4 Polaris Way,Aliso Viejo  CA  92656
9312,9312,"Mojo Networks, Inc.",US,30:b6:2d,339 N.Bernardo Ave,Mountain View  CA  94043
9313,9313,Palo Alto Networks,US,00:1b:17,2130 Gold Street Suite 200,Alviso  CA  95022
9314,9314,"COMPAL INFORMATION (KUNSHAN) CO., LTD. ",CN,98:28:a6,"NO. 25, THE 3RD Street KUNSHAN EXPORT PROCESSING ZONE ",KUNSHAN  SUZHOU  215300
9315,9315,ASKEY COMPUTER CORP,TW,b0:ea:bc,"10F,No.119,JIANKANG RD,ZHONGHE DIST",NEW TAIPEI  TAIWAN  23585
9316,9316,"EliteGroup Computer Systems Co., LTD",TW,94:c6:91,"No.239, Sec. 2, TiDing Blvd. Nei-Hu Dist.",Taipei  Taiwan  11439
9317,9317,zte corporation,CN,9c:6f:52,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen  guangdong  518057
9318,9318,"Alcatel-Lucent Shanghai Bell Co., Ltd",CN,a0:9d:86,"No. 389, Ningqiao Road, Pudong Jinqiao",Shanghai    201206
9319,9319,Cisco Meraki,US,e0:cb:bc,500 Terry A. Francois Blvd,San Francisco    94158
9320,9320,Senetas Corporation Ltd,AU,00:d0:1f,1/11 Queens Road,    
9321,9321,nFore Technology Inc.,TW,a4:04:50,"5F, NO 31, Ln 258, Rulguang Rd",Taipei  Neihu District  11491
9322,9322,"Shenzhen Gwelltimes Technology Co.,Ltd",CN,4c:b0:08,A4 building 15floor Zhongying Jewelry Industrial Park Bulan Road No.31 Nanwan Street Longgang District Shenzhen City China,Shenzhen    518112
9323,9323,Ruckus Wireless,US,58:b6:33,350 West Java Drive,Sunnyvale  CA  94089
9324,9324,Ruckus Wireless,US,d4:68:4d,350 West Java Drive,Sunnyvale  CA  94089
9325,9325,Ruckus Wireless,US,2c:e6:cc,350 West Java Drive,Sunnyvale  CA  94089
9326,9326,Ruckus Wireless,US,8c:0c:90,350 West Java Drive,Sunnyvale  CA  94089
9327,9327,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.",CN,84:20:96,"Bldg56A,6/F,Baotian Rd3,Xixiang Town,Baoan District,",Shenzhen  Guangdong  518000
9328,9328,Ruckus Wireless,US,30:87:d9,350 West Java Drive,Sunnyvale  CA  94089
9329,9329,Ruckus Wireless,US,24:79:2a,350 West Java Drive,Sunnyvale  CA  94089
9330,9330,Ruckus Wireless,US,58:93:96,350 West Java Drive,Sunnyvale  CA  94089
9331,9331,Ruckus Wireless,US,74:91:1a,350 West Java Drive,Sunnyvale  CA  94089
9332,9332,Ruckus Wireless,US,00:22:7f,350 West Java Drive,Sunnyvale  CA  94089
9333,9333,Ruckus Wireless,US,00:24:82,350 West Java Drive,Sunnyvale  CA  94089
9334,9334,Ruckus Wireless,US,f0:3e:90,350 West Java Drive,Sunnyvale  CA  94089
9335,9335,Ruckus Wireless,US,ec:8c:a2,350 West Java Drive,Sunnyvale  CA  94089
9336,9336,S Mobile Devices Limited,IN,30:f7:7f,"Unit B-303, 3rd Floor, Tower-B, Plot No-7,Advant IT Park Ltd , Sector-142",NOIDA  Uttar Pradesh  201301
9337,9337,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",CN,38:e5:95,"B116,B118,A211-A213,B201-B213,A311-A313,B411-413,BF08-09 Nanshan Medical Instrument Industry Park,",Shenzhen  Guangdong  518067
9338,9338,"Samsung Electronics Co.,Ltd",KR,5c:51:81,"#94-1, Imsoo-Dong",Gumi  Gyeongbuk  730-350
9339,9339,"Samsung Electronics Co.,Ltd",KR,38:9a:f6,"#94-1, Imsoo-Dong",Gumi  Gyeongbuk  730-350
9340,9340,"Samsung Electronics Co.,Ltd",KR,e0:aa:96,"#94-1, Imsoo-Dong",Gumi  Gyeongbuk  730-350
9341,9341,"Samsung Electronics Co.,Ltd",KR,50:77:05,"#94-1, Imsoo-Dong",Gumi  Gyeongbuk  730-350
9342,9342,"Airista Flow, Inc.",US,c4:cb:6b,913 Ridgebrook Road Suite 110,Sparks  MD  21152
9343,9343,"HUAWEI TECHNOLOGIES CO.,LTD",CN,b0:55:08,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
9344,9344,"mixi,Inc.",JP,00:8b:fc,"Sumitomo Shibuya First Tower 7F, 1-2-20 Higashi",Shibuya-ku  Tokyo  150-0011
9345,9345,"Samsung Electronics Co.,Ltd",KR,2c:40:53,"129, Samsung-ro, Youngtongl-Gu",Suwon  Gyeonggi-Do  16677
9346,9346,Dell Inc.,US,d0:94:66,One Dell Way,Round Rock  TX  78682
9347,9347,"TF PAYMENT SERVICE CO., LTD",JP,f0:ef:d2,"5F Shibadaimon Center Building, 1-10-11 Shibadaimon",Minato-ku  Tokyo  105-0012
9348,9348,"Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd",CN,30:c0:1b,"3/F,A5 Building Zhiyuan Community No.1001,Xueyuan Road Nanshan District",Shenzhen  Guangdong  518055
9349,9349,"Ubee Interactive Co., Limited",HK,64:7c:34,"Room 1607 Dominion Centre, 43 Queen’s Road East",Wanchai  Hong Kong  302
9350,9350,"Phicomm (Shanghai) Co., Ltd.",CN,74:7d:24,"3666 SiXian Rd.,Songjiang District",Shanghai  Shanghai  201616
9351,9351,Fujitsu Cloud Technologies Limited,JP,e8:17:fc,Shinjuku Front Tower 21-1," Kita-shinjuku 2-chome   Shinjuku-ku, Tokyo   169-0074"
9352,9352,HORANET,FR,00:10:09, ZI Route de Niort – BP 70328,FONTENAY LE COMTE CEDEX  VENDEE   85206
9353,9353,Intel Corporate,MY,64:32:a8,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
9354,9354,"Cisco Systems, Inc",US,78:bc:1a,80 West Tasman Drive,San Jose  CA  94568
9355,9355,Dell Inc.,US,e4:f0:04,One Dell Way,Round Rock  TX  78682
9356,9356,Intel Corporate,MY,60:f6:77,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
9357,9357,zte corporation,CN,28:8c:b8,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen  guangdong  518057
9358,9358,zte corporation,CN,0c:72:d9,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen  guangdong  518057
9359,9359,Baxter International Inc,US,58:46:e1,One Baxter Parkway,Deerfield  IL  60015
9360,9360,Lattice Semiconductor Corp. (LPA),US,00:d0:bd,2115 O’Nel Drive,San Jose  CA  95131
9361,9361,Sagemcom Broadband SAS,FR,f0:82:61,250 route de l'Empereur,Rueil Malmaison  HAUTS DE SEINE  92848
9362,9362,Sagemcom Broadband SAS,FR,d0:84:b0,250 route de l'Empereur,Rueil Malmaison  HAUTS DE SEINE  92848
9363,9363,"Cisco Systems, Inc",US,00:fe:c8,80 West Tasman Drive,San Jose  CA  94568
9364,9364,D-Link International,SG,ec:22:80,"1 Internal Business Park, #03-12,",SINGAPORE  Singapore  609917
